video;prompt;original_video
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-41__6183333_resize1080p/6183333_resize1080p.mp4_slice35-116.mp4;Add the young girl with long, wavy blonde hair, fair skin, simple black t-shirt, contemplative deep-thought expression (with eyes focused intently ahead), raised right arm with hand gently touching her face, subtle hand movement, slight head tilt, and relaxed yet attentive quiet reflection posture into the video sequence. She must be tracked and integrated realistically and consistently across all frames, with her subtle movements and posture maintained throughout the sequence, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-41__6183333_resize1080p/6183333_resize1080p.mp4_slice35-116_lr_girl.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_5__yyv2gOHMGEc_80_62to202/yyv2gOHMGEc_80_62to202.mp4_slice28-117.mp4;Add the man with short, neatly styled hair and glasses, seated at a table in a plaid shirt (red, white, blue), eating with a fork in his right hand while his left hand adjusts glasses or holds a napkin, maintaining a relaxed posture with his head tilted downward, wearing a bracelet on his left wrist, into the video sequence. He must be tracked and integrated realistically and consistently across all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_5__yyv2gOHMGEc_80_62to202/yyv2gOHMGEc_80_62to202.mp4_slice28-117_lr_man.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_22__JOX6uqfZNhY_3_66to172/JOX6uqfZNhY_3_66to172.mp4_slice0-81_add_a_life_buoy_a_life_buoy_composite.mp4;Overlay an animated life buoy attached to the right side railing near the stern of the boat. The buoy should sway gently in sync with the boat's movement and reflect changing light conditions. It must be tracked to the railing as the camera moves. All other parts of the video must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_22__JOX6uqfZNhY_3_66to172/JOX6uqfZNhY_3_66to172.mp4_slice0-81.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_13__5DESKK-vQ-0_2_250to474/5DESKK-vQ-0_2_250to474.mp4_slice2-79.mp4;Add the composed, professionally attired woman with short neatly styled blonde hair, a warm smile, a black blazer over a vibrant blue top, a delicate necklace, a slightly tilted head, occasional side-glancing eyes, relaxed yet poised posture, and subtle arm gestures (who maintains a professional and warm presence as the scene’s focal point) into the video sequence. She must be tracked and animated consistently and realistically across all frames to preserve her demeanor and interaction cues, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_13__5DESKK-vQ-0_2_250to474/5DESKK-vQ-0_2_250to474.mp4_slice2-79_lr_woman.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_68__Yp5PxHPjw70_25_0to538/Yp5PxHPjw70_25_0to538.mp4_slice115-196_add_a_street_vendor_cart_a_street_vendor_cart_composite.mp4;Overlay an animated street vendor cart on the pavement near the group of people walking on the right side. The cart should be tracked to the ground as the camera moves, with the umbrella fabric gently fluttering in the breeze. All other parts of the video must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_68__Yp5PxHPjw70_25_0to538/Yp5PxHPjw70_25_0to538.mp4_slice115-196.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_3__lraDNDuFNj8_8_0to102/lraDNDuFNj8_8_0to102.mp4_slice2-79_add_a_metal_watering_can_a_metal_watering_can_composite.mp4;Overlay an animated metal watering can on the floor near the wooden barrel on the left. The can should be tracked accurately to the floor as the camera moves, with reflections and shadows dynamically adjusting to the lighting. All other video elements remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_3__lraDNDuFNj8_8_0to102/lraDNDuFNj8_8_0to102.mp4_slice2-79.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_33__7TimN10h7Fo_13_0to256/7TimN10h7Fo_13_0to256.mp4_slice16-97.mp4;Add the young man with short, dark hair and a cheerful expression wearing a beige puffer jacket over a black shirt, gesturing with animated, expressive hands (left wrist adorned with a watch) as he transitions from clasped hands to raising his right index finger to point, with facial expressions shifting from a wide smile to a serious look. He must be tracked and integrated realistically and consistently across all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_33__7TimN10h7Fo_13_0to256/7TimN10h7Fo_13_0to256.mp4_slice16-97_lr_man.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_23__D8ISR7NI524_4_0to178/D8ISR7NI524_4_0to178.mp4_slice30-139.mp4;Add the seated woman with shoulder-length brown hair, a warm smile, an upright focused posture, a black cardigan over a blue top, animatedly gesturing hands with rhythmically moving fingers (shifting between open palms and clasped positions), and an attentive expressive face with eyes occasionally following her hand movement (who appears engaged in a conversation or explanation) into the video sequence. She must be tracked and integrated realistically and consistently across all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_23__D8ISR7NI524_4_0to178/D8ISR7NI524_4_0to178.mp4_slice30-139_lr_woman.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_22__kZ7nS4xC6BI_5_0to161/kZ7nS4xC6BI_5_0to161.mp4_slice34-143.mp4;Add a rugged, high-traction shoe with a distinctive design into the video, ensuring the shoe's sole and intricate tread pattern are tracked and animated consistently and realistically throughout the sequence without altering other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_22__kZ7nS4xC6BI_5_0to161/kZ7nS4xC6BI_5_0to161.mp4_slice34-143_lr_shoe's_thick,_textured_sole.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-62__6898102_resize1080p/6898102_resize1080p.mp4_slice172-241.mp4;Add the plush, olive-green velvety couch (with a smooth surface, subtle creases, slightly rounded armrest, plump cushions, stationary presence, and light-catching fabric that highlights its rich color and texture) into the video sequence. It must be tracked and integrated realistically and consistently across all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-62__6898102_resize1080p/6898102_resize1080p.mp4_slice172-241_lr_sofa.mp4
